indice_tiempo,medio_de_transporte,pais_origen,viajes_de_turistas_no_residentes
2022-01-01,Terrestre,Uruguay,4536
2022-01-01,Terrestre,EE.UU. y Canadá,768
2022-01-01,Terrestre,Resto de América,1279
2022-01-01,Terrestre,Europa,2534
2022-01-01,Terrestre,Resto del mundo,1130
2022-02-01,Aérea,Bolivia,2007
2022-02-01,Aérea,Brasil,9167
2022-02-01,Aérea,Chile,10955
2022-02-01,Aérea,Paraguay,1439
2022-02-01,Aérea,Uruguay,638
2022-02-01,Aérea,EE.UU. y Canadá,17867.4
2022-02-01,Aérea,Resto de América,11746
2022-02-01,Aérea,Europa,29498.1
2022-02-01,Aérea,Resto del mundo,2402.4
2022-02-01,Fluvial/Marítima,Bolivia,103
2022-02-01,Fluvial/Marítima,Brasil,2095
2022-02-01,Fluvial/Marítima,Chile,286
2022-02-01,Fluvial/Marítima,Paraguay,286
2022-02-01,Fluvial/Marítima,Uruguay,5999
2022-02-01,Fluvial/Marítima,EE.UU. y Canadá,646
2022-02-01,Fluvial/Marítima,Resto de América,899
2022-02-01,Fluvial/Marítima,Europa,1562
2022-02-01,Fluvial/Marítima,Resto del mundo,244
2022-02-01,Terrestre,Bolivia,2453
2022-02-01,Terrestre,Brasil,11806
2022-02-01,Terrestre,Chile,8025
2022-02-01,Terrestre,Paraguay,16457
2022-02-01,Terrestre,Uruguay,5731
2022-02-01,Terrestre,EE.UU. y Canadá,1011
2022-02-01,Terrestre,Resto de América,1384
2022-02-01,Terrestre,Europa,3796
2022-02-01,Terrestre,Resto del mundo,2081
2022-03-01,Aérea,Bolivia,3146
2022-03-01,Aérea,Brasil,19621
2022-03-01,Aérea,Chile,11047
2022-03-01,Aérea,Paraguay,2409
2022-03-01,Aérea,Uruguay,1182.1
2022-03-01,Aérea,EE.UU. y Canadá,25095
2022-03-01,Aérea,Resto de América,17534.5
2022-03-01,Aérea,Europa,36288.3
2022-03-01,Aérea,Resto del mundo,3363
2022-03-01,Fluvial/Marítima,Bolivia,89
2022-03-01,Fluvial/Marítima,Brasil,3516
2022-03-01,Fluvial/Marítima,Chile,180
2022-03-01,Fluvial/Marítima,Paraguay,518
2022-03-01,Fluvial/Marítima,Uruguay,13318
2022-03-01,Fluvial/Marítima,EE.UU. y Canadá,1258
2022-03-01,Fluvial/Marítima,Resto de América,2288
2022-03-01,Fluvial/Marítima,Europa,2218
2022-03-01,Fluvial/Marítima,Resto del mundo,265
2022-03-01,Terrestre,Bolivia,3574
2022-03-01,Terrestre,Brasil,17576
2022-03-01,Terrestre,Chile,7683
2022-03-01,Terrestre,Paraguay,17988
2022-03-01,Terrestre,Uruguay,10384
2022-03-01,Terrestre,EE.UU. y Canadá,1451
2022-03-01,Terrestre,Resto de América,2039
2022-03-01,Terrestre,Europa,6394
2022-03-01,Terrestre,Resto del mundo,1539
2022-04-01,Aérea,Bolivia,3561
2022-04-01,Aérea,Brasil,28702.5
2022-04-01,Aérea,Chile,13446
2022-04-01,Aérea,Paraguay,3313
2022-04-01,Aérea,Uruguay,2181.2
2022-04-01,Aérea,EE.UU. y Canadá,22262.4
2022-04-01,Aérea,Resto de América,20412
2022-04-01,Aérea,Europa,34104
2022-04-01,Aérea,Resto del mundo,3809
2022-04-01,Fluvial/Marítima,Bolivia,508
2022-04-01,Fluvial/Marítima,Brasil,6086
2022-04-01,Fluvial/Marítima,Chile,301
2022-04-01,Fluvial/Marítima,Paraguay,1299
2022-04-01,Fluvial/Marítima,Uruguay,29035
2022-04-01,Fluvial/Marítima,EE.UU. y Canadá,1017
2022-04-01,Fluvial/Marítima,Resto de América,2514
2022-04-01,Fluvial/Marítima,Europa,2490
2022-04-01,Fluvial/Marítima,Resto del mundo,231
2022-04-01,Terrestre,Bolivia,4936
2022-04-01,Terrestre,Brasil,24142
2022-04-01,Terrestre,Chile,11007
2022-04-01,Terrestre,Paraguay,30959
2022-04-01,Terrestre,Uruguay,42711
2022-04-01,Terrestre,EE.UU. y Canadá,1645
2022-04-01,Terrestre,Resto de América,3213
2022-04-01,Terrestre,Europa,6913
2022-04-01,Terrestre,Resto del mundo,1242
2022-05-01,Aérea,Bolivia,3586
2022-05-01,Aérea,Brasil,32373
2022-05-01,Aérea,Chile,18092
2022-05-01,Aérea,Paraguay,3270.9
2022-05-01,Aérea,Uruguay,2040
2022-05-01,Aérea,EE.UU. y Canadá,16950.7
2022-05-01,Aérea,Resto de América,20550
2022-05-01,Aérea,Europa,20581.4
2022-05-01,Aérea,Resto del mundo,2873
2022-05-01,Fluvial/Marítima,Bolivia,1093
2022-05-01,Fluvial/Marítima,Brasil,5149
2022-05-01,Fluvial/Marítima,Chile,393
2022-05-01,Fluvial/Marítima,Paraguay,2234
2022-05-01,Fluvial/Marítima,Uruguay,25494
2022-05-01,Fluvial/Marítima,EE.UU. y Canadá,981
2022-05-01,Fluvial/Marítima,Resto de América,2228
2022-05-01,Fluvial/Marítima,Europa,1705
2022-05-01,Fluvial/Marítima,Resto del mundo,260
2022-05-01,Terrestre,Bolivia,6762
2022-05-01,Terrestre,Brasil,20283
2022-05-01,Terrestre,Chile,20907
2022-05-01,Terrestre,Paraguay,28421
2022-05-01,Terrestre,Uruguay,28484
2022-05-01,Terrestre,EE.UU. y Canadá,1610
2022-05-01,Terrestre,Resto de América,3584
2022-05-01,Terrestre,Europa,5455
2022-05-01,Terrestre,Resto del mundo,958
2022-06-01,Aérea,Bolivia,2585
2022-06-01,Aérea,Brasil,38401.4
2022-06-01,Aérea,Chile,14929.3
2022-06-01,Aérea,Paraguay,2698
2022-06-01,Aérea,Uruguay,2108.3
2022-06-01,Aérea,EE.UU. y Canadá,17210.7
2022-06-01,Aérea,Resto de América,17175.4
2022-06-01,Aérea,Europa,15603
2022-06-01,Aérea,Resto del mundo,3219
2022-06-01,Fluvial/Marítima,Bolivia,879
2022-06-01,Fluvial/Marítima,Brasil,6324
2022-06-01,Fluvial/Marítima,Chile,362
2022-06-01,Fluvial/Marítima,Paraguay,2416
2022-06-01,Fluvial/Marítima,Uruguay,18691
2022-06-01,Fluvial/Marítima,EE.UU. y Canadá,1111
2022-06-01,Fluvial/Marítima,Resto de América,1857
2022-06-01,Fluvial/Marítima,Europa,1262
2022-06-01,Fluvial/Marítima,Resto del mundo,301
2022-06-01,Terrestre,Bolivia,6806
2022-06-01,Terrestre,Brasil,22058
2022-06-01,Terrestre,Chile,16910
2022-06-01,Terrestre,Paraguay,23102
2022-06-01,Terrestre,Uruguay,24472
2022-06-01,Terrestre,EE.UU. y Canadá,1602
2022-06-01,Terrestre,Resto de América,3346
2022-06-01,Terrestre,Europa,3274
2022-06-01,Terrestre,Resto del mundo,638
2022-07-01,Aérea,Bolivia,3379
2022-07-01,Aérea,Brasil,58913.6
2022-07-01,Aérea,Chile,21006
2022-07-01,Aérea,Paraguay,3224
2022-07-01,Aérea,Uruguay,2745.8
2022-07-01,Aérea,EE.UU. y Canadá,19768.7
2022-07-01,Aérea,Resto de América,20904.4
2022-07-01,Aérea,Europa,16541.5
2022-07-01,Aérea,Resto del mundo,2782.9
2022-07-01,Fluvial/Marítima,Bolivia,2534
2022-07-01,Fluvial/Marítima,Brasil,10691
2022-07-01,Fluvial/Marítima,Chile,760
2022-07-01,Fluvial/Marítima,Paraguay,4199
2022-07-01,Fluvial/Marítima,Uruguay,39247
2022-07-01,Fluvial/Marítima,EE.UU. y Canadá,1422
2022-07-01,Fluvial/Marítima,Resto de América,2926
2022-07-01,Fluvial/Marítima,Europa,1636
2022-07-01,Fluvial/Marítima,Resto del mundo,340
2022-07-01,Terrestre,Bolivia,11645
2022-07-01,Terrestre,Brasil,33493
2022-07-01,Terrestre,Chile,17779
2022-07-01,Terrestre,Paraguay,39469
2022-07-01,Terrestre,Uruguay,63210
2022-07-01,Terrestre,EE.UU. y Canadá,1727
2022-07-01,Terrestre,Resto de América,3642
2022-07-01,Terrestre,Europa,4324
2022-07-01,Terrestre,Resto del mundo,561
2022-08-01,Aérea,Bolivia,2993.3
2022-08-01,Aérea,Brasil,53282.4
2022-08-01,Aérea,Chile,18907
2022-08-01,Aérea,Paraguay,3242
2022-08-01,Aérea,Uruguay,2654.4
2022-08-01,Aérea,EE.UU. y Canadá,21266
2022-08-01,Aérea,Resto de América,23950.1
2022-08-01,Aérea,Europa,24794.3
2022-08-01,Aérea,Resto del mundo,3546.5
2022-08-01,Fluvial/Marítima,Bolivia,1816
2022-08-01,Fluvial/Marítima,Brasil,7888
2022-08-01,Fluvial/Marítima,Chile,525
2022-08-01,Fluvial/Marítima,Paraguay,3849
2022-08-01,Fluvial/Marítima,Uruguay,34472
2022-08-01,Fluvial/Marítima,EE.UU. y Canadá,1190
2022-08-01,Fluvial/Marítima,Resto de América,3006
2022-08-01,Fluvial/Marítima,Europa,1952
2022-08-01,Fluvial/Marítima,Resto del mundo,307
2022-08-01,Terrestre,Bolivia,8869
2022-08-01,Terrestre,Brasil,25450
2022-08-01,Terrestre,Chile,18887
2022-08-01,Terrestre,Paraguay,32519
2022-08-01,Terrestre,Uruguay,47806
2022-08-01,Terrestre,EE.UU. y Canadá,1642
2022-08-01,Terrestre,Resto de América,4365
2022-08-01,Terrestre,Europa,6343
2022-08-01,Terrestre,Resto del mundo,677
2022-09-01,Aérea,Bolivia,3461
2022-09-01,Aérea,Brasil,47018.8
2022-09-01,Aérea,Chile,17595.1
2022-09-01,Aérea,Paraguay,2613
2022-09-01,Aérea,Uruguay,2949
2022-09-01,Aérea,EE.UU. y Canadá,17060.2
2022-09-01,Aérea,Resto de América,24138.7
2022-09-01,Aérea,Europa,20370.4
2022-09-01,Aérea,Resto del mundo,3570.9
2022-09-01,Fluvial/Marítima,Bolivia,1970
2022-09-01,Fluvial/Marítima,Brasil,9773
2022-09-01,Fluvial/Marítima,Chile,769
2022-09-01,Fluvial/Marítima,Paraguay,4303
2022-09-01,Fluvial/Marítima,Uruguay,41327
2022-09-01,Fluvial/Marítima,EE.UU. y Canadá,1249
2022-09-01,Fluvial/Marítima,Resto de América,3816
2022-09-01,Fluvial/Marítima,Europa,2256
2022-09-01,Fluvial/Marítima,Resto del mundo,389
2022-09-01,Terrestre,Bolivia,10014
2022-09-01,Terrestre,Brasil,30370
2022-09-01,Terrestre,Chile,34515
2022-09-01,Terrestre,Paraguay,31027
2022-09-01,Terrestre,Uruguay,60764
2022-09-01,Terrestre,EE.UU. y Canadá,1953
2022-09-01,Terrestre,Resto de América,6277
2022-09-01,Terrestre,Europa,5385
2022-09-01,Terrestre,Resto del mundo,1105
2022-10-01,Aérea,Bolivia,4029
2022-10-01,Aérea,Brasil,49980.2
2022-10-01,Aérea,Chile,21418.3
2022-10-01,Aérea,Paraguay,3949
2022-10-01,Aérea,Uruguay,3003
2022-10-01,Aérea,EE.UU. y Canadá,20923.1
2022-10-01,Aérea,Resto de América,30396.2
2022-10-01,Aérea,Europa,26418.8
2022-10-01,Aérea,Resto del mundo,5472.4
2022-10-01,Fluvial/Marítima,Bolivia,2278
2022-10-01,Fluvial/Marítima,Brasil,8491
2022-10-01,Fluvial/Marítima,Chile,866
2022-10-01,Fluvial/Marítima,Paraguay,3958
2022-10-01,Fluvial/Marítima,Uruguay,36483
2022-10-01,Fluvial/Marítima,EE.UU. y Canadá,2034
2022-10-01,Fluvial/Marítima,Resto de América,5071
2022-10-01,Fluvial/Marítima,Europa,4236
2022-10-01,Fluvial/Marítima,Resto del mundo,580
2022-10-01,Terrestre,Bolivia,11470
2022-10-01,Terrestre,Brasil,30326
2022-10-01,Terrestre,Chile,40176
2022-10-01,Terrestre,Paraguay,36617
2022-10-01,Terrestre,Uruguay,52758
2022-10-01,Terrestre,EE.UU. y Canadá,3909
2022-10-01,Terrestre,Resto de América,5752
2022-10-01,Terrestre,Europa,12081
2022-10-01,Terrestre,Resto del mundo,1985
2022-11-01,Aérea,Bolivia,5883.2
2022-11-01,Aérea,Brasil,42670.2
2022-11-01,Aérea,Chile,23854.7
2022-11-01,Aérea,Paraguay,4640.8
2022-11-01,Aérea,Uruguay,3418.4
2022-11-01,Aérea,EE.UU. y Canadá,34433.5
2022-11-01,Aérea,Resto de América,36173.7
2022-11-01,Aérea,Europa,41947.3
2022-11-01,Aérea,Resto del mundo,6905.3
2022-11-01,Fluvial/Marítima,Bolivia,2565
2022-11-01,Fluvial/Marítima,Brasil,8811
2022-11-01,Fluvial/Marítima,Chile,952
2022-11-01,Fluvial/Marítima,Paraguay,4369
2022-11-01,Fluvial/Marítima,Uruguay,36051
2022-11-01,Fluvial/Marítima,EE.UU. y Canadá,4217
2022-11-01,Fluvial/Marítima,Resto de América,5784
2022-11-01,Fluvial/Marítima,Europa,8516
2022-11-01,Fluvial/Marítima,Resto del mundo,1189
2022-11-01,Terrestre,Bolivia,10296
2022-11-01,Terrestre,Brasil,26929
2022-11-01,Terrestre,Chile,51332
2022-11-01,Terrestre,Paraguay,32405
2022-11-01,Terrestre,Uruguay,47136
2022-11-01,Terrestre,EE.UU. y Canadá,7773
2022-11-01,Terrestre,Resto de América,7088
2022-11-01,Terrestre,Europa,24115
2022-11-01,Terrestre,Resto del mundo,3788
2022-12-01,Aérea,Bolivia,4361.1
2022-12-01,Aérea,Brasil,35701
2022-12-01,Aérea,Chile,21957.3
2022-12-01,Aérea,Paraguay,2906.1
2022-12-01,Aérea,Uruguay,2970.8
2022-12-01,Aérea,EE.UU. y Canadá,40883.2
2022-12-01,Aérea,Resto de América,30493.1
2022-12-01,Aérea,Europa,46232.8
2022-12-01,Aérea,Resto del mundo,8800.7
2022-12-01,Fluvial/Marítima,Bolivia,3512
2022-12-01,Fluvial/Marítima,Brasil,10351
2022-12-01,Fluvial/Marítima,Chile,1515
2022-12-01,Fluvial/Marítima,Paraguay,5336
2022-12-01,Fluvial/Marítima,Uruguay,23635
2022-12-01,Fluvial/Marítima,EE.UU. y Canadá,18248
2022-12-01,Fluvial/Marítima,Resto de América,9728
2022-12-01,Fluvial/Marítima,Europa,9555
2022-12-01,Fluvial/Marítima,Resto del mundo,2075
2022-12-01,Terrestre,Bolivia,15309
2022-12-01,Terrestre,Brasil,27019
2022-12-01,Terrestre,Chile,50824
2022-12-01,Terrestre,Paraguay,36283
2022-12-01,Terrestre,Uruguay,33917
2022-12-01,Terrestre,EE.UU. y Canadá,8726
2022-12-01,Terrestre,Resto de América,7316
2022-12-01,Terrestre,Europa,19867
2022-12-01,Terrestre,Resto del mundo,6445
2023-01-01,Aérea,Bolivia,5310.3
2023-01-01,Aérea,Brasil,55785.4
2023-01-01,Aérea,Chile,23920.3
2023-01-01,Aérea,Paraguay,2866.7
2023-01-01,Aérea,Uruguay,2622.4
2023-01-01,Aérea,EE.UU. y Canadá,58665
2023-01-01,Aérea,Resto de América,40605.4
2023-01-01,Aérea,Europa,66839.5
2023-01-01,Aérea,Resto del mundo,10208.9
2023-01-01,Fluvial/Marítima,Bolivia,6157
2023-01-01,Fluvial/Marítima,Brasil,28362
2023-01-01,Fluvial/Marítima,Chile,2911
2023-01-01,Fluvial/Marítima,Paraguay,7082
2023-01-01,Fluvial/Marítima,Uruguay,22687
2023-01-01,Fluvial/Marítima,EE.UU. y Canadá,22886
2023-01-01,Fluvial/Marítima,Resto de América,7587
2023-01-01,Fluvial/Marítima,Europa,13311
2023-01-01,Fluvial/Marítima,Resto del mundo,2837
2023-01-01,Terrestre,Bolivia,28820
2023-01-01,Terrestre,Brasil,54393
2023-01-01,Terrestre,Chile,82900
2023-01-01,Terrestre,Paraguay,53969
2023-01-01,Terrestre,Uruguay,68423
2023-01-01,Terrestre,EE.UU. y Canadá,11280
2023-01-01,Terrestre,Resto de América,10139
2023-01-01,Terrestre,Europa,27210
2023-01-01,Terrestre,Resto del mundo,10658
2023-02-01,Aérea,Bolivia,2590.1
2023-02-01,Aérea,Brasil,29919.4
2023-02-01,Aérea,Chile,32168.9
2023-02-01,Aérea,Paraguay,2538.4
2023-02-01,Aérea,Uruguay,1896.5
2023-02-01,Aérea,EE.UU. y Canadá,40599.1
2023-02-01,Aérea,Resto de América,25329
2023-02-01,Aérea,Europa,51502.3
2023-02-01,Aérea,Resto del mundo,9006.2
2023-02-01,Fluvial/Marítima,Bolivia,2475
2023-02-01,Fluvial/Marítima,Brasil,26275
2023-02-01,Fluvial/Marítima,Chile,5051
2023-02-01,Fluvial/Marítima,Paraguay,5645
2023-02-01,Fluvial/Marítima,Uruguay,25239
2023-02-01,Fluvial/Marítima,EE.UU. y Canadá,29182
2023-02-01,Fluvial/Marítima,Resto de América,5158
2023-02-01,Fluvial/Marítima,Europa,17393
2023-02-01,Fluvial/Marítima,Resto del mundo,3249
2023-02-01,Terrestre,Bolivia,15745
2023-02-01,Terrestre,Brasil,30949
2023-02-01,Terrestre,Chile,165701
2023-02-01,Terrestre,Paraguay,38669
2023-02-01,Terrestre,Uruguay,62258
2023-02-01,Terrestre,EE.UU. y Canadá,10559
2023-02-01,Terrestre,Resto de América,6729
2023-02-01,Terrestre,Europa,26487
2023-02-01,Terrestre,Resto del mundo,9717
2023-03-01,Aérea,Bolivia,3345.1
2023-03-01,Aérea,Brasil,36357
2023-03-01,Aérea,Chile,27278.4
2023-03-01,Aérea,Paraguay,3320
2023-03-01,Aérea,Uruguay,3570.4
2023-03-01,Aérea,EE.UU. y Canadá,50079.7
2023-03-01,Aérea,Resto de América,34141
2023-03-01,Aérea,Europa,58826
2023-03-01,Aérea,Resto del mundo,11673.3
2023-03-01,Fluvial/Marítima,Bolivia,1878
2023-03-01,Fluvial/Marítima,Brasil,11853
2023-03-01,Fluvial/Marítima,Chile,2866
2023-03-01,Fluvial/Marítima,Paraguay,4754
2023-03-01,Fluvial/Marítima,Uruguay,29474
2023-03-01,Fluvial/Marítima,EE.UU. y Canadá,24356
2023-03-01,Fluvial/Marítima,Resto de América,7186
2023-03-01,Fluvial/Marítima,Europa,17097
2023-03-01,Fluvial/Marítima,Resto del mundo,2818
2023-03-01,Terrestre,Bolivia,11058
2023-03-01,Terrestre,Brasil,26299
2023-03-01,Terrestre,Chile,72848
2023-03-01,Terrestre,Paraguay,29822
2023-03-01,Terrestre,Uruguay,43800
2023-03-01,Terrestre,EE.UU. y Canadá,10580
2023-03-01,Terrestre,Resto de América,7087
2023-03-01,Terrestre,Europa,26766
2023-03-01,Terrestre,Resto del mundo,6338
2023-04-01,Aérea,Bolivia,3196.5
2023-04-01,Aérea,Brasil,46778.5
2023-04-01,Aérea,Chile,27249
2023-04-01,Aérea,Paraguay,4031.3
2023-04-01,Aérea,Uruguay,4393.6
2023-04-01,Aérea,EE.UU. y Canadá,32990.2
2023-04-01,Aérea,Resto de América,35610.5
2023-04-01,Aérea,Europa,45263.7
2023-04-01,Aérea,Resto del mundo,8991.8
2023-04-01,Fluvial/Marítima,Bolivia,1933
2023-04-01,Fluvial/Marítima,Brasil,10318
2023-04-01,Fluvial/Marítima,Chile,1509
2023-04-01,Fluvial/Marítima,Paraguay,4366
2023-04-01,Fluvial/Marítima,Uruguay,52457
2023-04-01,Fluvial/Marítima,EE.UU. y Canadá,4539
2023-04-01,Fluvial/Marítima,Resto de América,6880
2023-04-01,Fluvial/Marítima,Europa,6288
2023-04-01,Fluvial/Marítima,Resto del mundo,1094
2023-04-01,Terrestre,Bolivia,11087
2023-04-01,Terrestre,Brasil,35848
2023-04-01,Terrestre,Chile,98479
2023-04-01,Terrestre,Paraguay,41775
2023-04-01,Terrestre,Uruguay,96702
2023-04-01,Terrestre,EE.UU. y Canadá,5644
2023-04-01,Terrestre,Resto de América,9151
2023-04-01,Terrestre,Europa,18900
2023-04-01,Terrestre,Resto del mundo,4267
2023-05-01,Aérea,Bolivia,3096.6
2023-05-01,Aérea,Brasil,52163.4
2023-05-01,Aérea,Chile,32065.1
2023-05-01,Aérea,Paraguay,3932.5
2023-05-01,Aérea,Uruguay,3932.8
2023-05-01,Aérea,EE.UU. y Canadá,21715.6
2023-05-01,Aérea,Resto de América,31434.5
2023-05-01,Aérea,Europa,26877.3
2023-05-01,Aérea,Resto del mundo,6355.2
2023-05-01,Fluvial/Marítima,Bolivia,1966
2023-05-01,Fluvial/Marítima,Brasil,10571
2023-05-01,Fluvial/Marítima,Chile,1368
2023-05-01,Fluvial/Marítima,Paraguay,4180
2023-05-01,Fluvial/Marítima,Uruguay,47299
2023-05-01,Fluvial/Marítima,EE.UU. y Canadá,2000
2023-05-01,Fluvial/Marítima,Resto de América,5159
2023-05-01,Fluvial/Marítima,Europa,3022
2023-05-01,Fluvial/Marítima,Resto del mundo,722
2023-05-01,Terrestre,Bolivia,10390
2023-05-01,Terrestre,Brasil,28123
2023-05-01,Terrestre,Chile,90709
2023-05-01,Terrestre,Paraguay,30753
2023-05-01,Terrestre,Uruguay,68947
2023-05-01,Terrestre,EE.UU. y Canadá,3377
2023-05-01,Terrestre,Resto de América,7722
2023-05-01,Terrestre,Europa,10575
2023-05-01,Terrestre,Resto del mundo,2179
2023-06-01,Aérea,Bolivia,2517.8
2023-06-01,Aérea,Brasil,64539.5
2023-06-01,Aérea,Chile,34740
2023-06-01,Aérea,Paraguay,3254.3
2023-06-01,Aérea,Uruguay,3825.1
2023-06-01,Aérea,EE.UU. y Canadá,21936.1
2023-06-01,Aérea,Resto de América,29149
2023-06-01,Aérea,Europa,20847.7
2023-06-01,Aérea,Resto del mundo,5781.5
2023-06-01,Fluvial/Marítima,Bolivia,1588
2023-06-01,Fluvial/Marítima,Brasil,12139
2023-06-01,Fluvial/Marítima,Chile,1571
2023-06-01,Fluvial/Marítima,Paraguay,4492
2023-06-01,Fluvial/Marítima,Uruguay,45009
2023-06-01,Fluvial/Marítima,EE.UU. y Canadá,2240
2023-06-01,Fluvial/Marítima,Resto de América,4777
2023-06-01,Fluvial/Marítima,Europa,1932
2023-06-01,Fluvial/Marítima,Resto del mundo,642
2023-06-01,Terrestre,Bolivia,8348
2023-06-01,Terrestre,Brasil,30445
2023-06-01,Terrestre,Chile,35972
2023-06-01,Terrestre,Paraguay,31451
2023-06-01,Terrestre,Uruguay,61430
2023-06-01,Terrestre,EE.UU. y Canadá,2859
2023-06-01,Terrestre,Resto de América,6072
2023-06-01,Terrestre,Europa,4904
2023-06-01,Terrestre,Resto del mundo,1398
2023-07-01,Aérea,Bolivia,4378.5
2023-07-01,Aérea,Brasil,93260.2
2023-07-01,Aérea,Chile,40987.6
2023-07-01,Aérea,Paraguay,4398.9
2023-07-01,Aérea,Uruguay,6399.2
2023-07-01,Aérea,EE.UU. y Canadá,25755.2
2023-07-01,Aérea,Resto de América,35362.4
2023-07-01,Aérea,Europa,20766.5
2023-07-01,Aérea,Resto del mundo,5625.5
2023-07-01,Fluvial/Marítima,Bolivia,3828
2023-07-01,Fluvial/Marítima,Brasil,19244
2023-07-01,Fluvial/Marítima,Chile,2212
2023-07-01,Fluvial/Marítima,Paraguay,6240
2023-07-01,Fluvial/Marítima,Uruguay,67446
2023-07-01,Fluvial/Marítima,EE.UU. y Canadá,2450
2023-07-01,Fluvial/Marítima,Resto de América,6274
2023-07-01,Fluvial/Marítima,Europa,2912
2023-07-01,Fluvial/Marítima,Resto del mundo,703
2023-07-01,Terrestre,Bolivia,15643
2023-07-01,Terrestre,Brasil,53688
2023-07-01,Terrestre,Chile,54076
2023-07-01,Terrestre,Paraguay,50430
2023-07-01,Terrestre,Uruguay,112041
2023-07-01,Terrestre,EE.UU. y Canadá,3098
2023-07-01,Terrestre,Resto de América,7201
2023-07-01,Terrestre,Europa,7045
2023-07-01,Terrestre,Resto del mundo,1325
